Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
DRV_RM_link,3.39103454103859E-06,0.000210590220343906,0.00746718155160908,0,0,0,0.0569725827075566,5.23056979379094E-05,-3.11466934436112E-09,-1.01396710611316E-09,5.21106887339111E-05,-6.30040343072412E-08,8.04986816285489E-05,0,0,0,0,0,0,package://exomy_description/meshes/DRV_RM_link.STL,0.968627450980392,0.87843137254902,0.6,1,0,0,0,0,0,0,package://exomy_description/meshes/DRV_RM_link.STL,,A05_Bogie-3/A04_Wheel_Assembly-1/P30_Wheel-1,Origin_DRV_RM_joint,Axis_DRV_RM_joint,DRV_RM_joint,continuous,0,0.0023862,-0.057244,-1.5708,0.015893,0,STR_RM_link,0,0,-1,,,,,,,,,,,,
LFB_link,-1.60029202162099E-05,-0.00628258071143433,0.0263258310443698,0,0,0,0.0924731806442644,2.29318170765755E-05,4.3481647864584E-09,1.98434748239444E-09,0.000122753677991828,-4.18265325949264E-07,0.000113483417193971,0,0,0,0,0,0,package://exomy_description/meshes/LFB_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://exomy_description/meshes/LFB_link.STL,,A05_Bogie-2/P19_Bogie-2;A05_Bogie-2/P17_Bogie_Cable_Cover-1;A05_Bogie-2/Parallax-Servo-ASM-2/Parallax-Servo-1;A05_Bogie-2/Parallax-Servo-ASM-3/Parallax-Servo-1,Origin_LFB_joint,Axis_LFB_joint,LFB_joint,continuous,0.055,0.062,0.017,-1.5708,0,0,base_link,0,0,1,,,,,,,,,,,,
STR_LF_link,0.000225486285520132,0.0124570291004614,-0.0337605009553564,0,0,0,0.0711741624806841,4.10598360484866E-05,8.98028473592779E-09,-1.40355471130126E-07,3.3687947847999E-05,4.73850731914466E-06,1.59152321238694E-05,0,0,0,0,0,0,package://exomy_description/meshes/STR_LF_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://exomy_description/meshes/STR_LF_link.STL,,A05_Bogie-2/A04_Wheel_Assembly-1/P29_Wheel_Bracket_Fixing_Plate-1;A05_Bogie-2/A04_Wheel_Assembly-1/P28_Wheel_Bracket_Split-1;A05_Bogie-2/A04_Wheel_Assembly-1/Parallax-Servo-ASM-1/Parallax-Servo-1,Origin_STR_LF_joint,Axis_STR_LF_joint,STR_LF_joint,continuous,0.08,0.015418,0.041775,1.5708,0,0,LFB_link,0,0,1,,,,,,,,,,,,
DRV_LF_link,-4.38837841065798E-08,0.00021061762783816,-0.00746718154845799,0,0,0,0.0569725827075566,5.23057476713962E-05,1.42808035658317E-11,-1.2131226880301E-11,5.21106389985386E-05,6.30117671071824E-08,8.04986816304343E-05,0,0,0,0,0,0,package://exomy_description/meshes/DRV_LF_link.STL,0.968627450980392,0.87843137254902,0.6,1,0,0,0,0,0,0,package://exomy_description/meshes/DRV_LF_link.STL,,A05_Bogie-2/A04_Wheel_Assembly-1/P30_Wheel-1,Origin_DRV_LF_joint,Axis_DRV_LF_joint,DRV_LF_joint,continuous,0,-0.0023862,-0.057244,-1.5708,0,0,STR_LF_link,0,0,1,,,,,,,,,,,,
STR_LM_link,-0.000225533347029273,0.0124555119206989,-0.0337608863888989,0,0,0,0.0711731050167323,4.10633342810777E-05,-8.07921081316833E-09,1.40511475060325E-07,3.3687265159018E-05,4.74135535852496E-06,1.59192004795905E-05,0,0,0,0,0,0,package://exomy_description/meshes/STR_LM_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://exomy_description/meshes/STR_LM_link.STL,,A05_Bogie-2/A04_Wheel_Assembly-2/P29_Wheel_Bracket_Fixing_Plate-1;A05_Bogie-2/A04_Wheel_Assembly-2/P28_Wheel_Bracket_Split-1;A05_Bogie-2/A04_Wheel_Assembly-2/Parallax-Servo-ASM-1/Parallax-Servo-1,Origin_STR_LM_joint,Axis_STR_LM_joint,STR_LM_joint,continuous,-0.08,0.015418,0.041775,1.5708,0,0,LFB_link,0,0,1,,,,,,,,,,,,
DRV_LM_link,-4.37738164535406E-08,0.000210617737805917,-0.00746718154535671,0,0,0,0.0569725827075566,5.23057476713966E-05,1.42798757672563E-11,-1.25464185685153E-11,5.21106389966827E-05,6.30113490421525E-08,8.04986816322899E-05,0,0,0,0,0,0,package://exomy_description/meshes/DRV_LM_link.STL,0.968627450980392,0.87843137254902,0.6,1,0,0,0,0,0,0,package://exomy_description/meshes/DRV_LM_link.STL,,A05_Bogie-2/A04_Wheel_Assembly-2/P30_Wheel-1,Origin_DRV_LM_joint,Axis_DRV_LM_joint,DRV_LM_joint,continuous,0,-0.0023862,-0.057244,-1.5708,0,0,STR_LM_link,0,0,1,,,,,,,,,,,,
head_link,4.05099172861728E-05,0.0108850586865648,0.0292442059611973,0,0,0,0.078891512690109,6.70251107353366E-05,2.39510957060397E-09,-1.02874991606451E-08,0.000206696832834382,-5.15030227255993E-07,0.000246607733219875,0,0,0,0,0,0,package://exomy_description/meshes/head_link.STL,0.968627450980392,0.87843137254902,0.6,1,0,0,0,0,0,0,package://exomy_description/meshes/head_link.STL,,A08_Top_Assembly-1/A06_Head-1/P20_Head-1;A08_Top_Assembly-1/A06_Head-1/P25_Mouth-1,Origin_head_joint,,head_joint,fixed,0.028,0,0.27028,1.5708,0,1.5708,base_link,0,0,0,,,,,,,,,,,,
eyewhite_link,0.0519999879024582,-3.12462373083244E-05,0.000860409568077425,0,0,0,0.00447909534854348,4.71996017145732E-07,3.02527120034814E-13,-2.59196121277264E-14,4.71644858227357E-07,1.94300295539208E-11,9.38560485421757E-07,0,0,0,0,0,0,package://exomy_description/meshes/eyewhite_link.STL,1,1,1,1,0,0,0,0,0,0,package://exomy_description/meshes/eyewhite_link.STL,,A08_Top_Assembly-1/A06_Head-1/P22_Eye_White-2;A08_Top_Assembly-1/A06_Head-1/P22_Eye_White-1,Origin_eyewhite_joint2,,eyewhite_joint,fixed,-0.052,0.023,0.039,0,0,0,head_link,0,0,0,,,,,,,,,,,,
pupils_link,-0.0519174840998746,0.00748285919842917,0.000632252497896557,0,0,0,0.00180370592614686,5.78044279193744E-08,-3.10353112484797E-10,2.38207763822241E-10,5.4642923289686E-08,2.44973736424874E-09,1.06940274596115E-07,0,0,0,0,0,0,package://exomy_description/meshes/pupils_link.STL,0.101960784313725,0.101960784313725,0.101960784313725,1,0,0,0,0,0,0,package://exomy_description/meshes/pupils_link.STL,,A08_Top_Assembly-1/A06_Head-1/P23_Eye_Pupil-1;A08_Top_Assembly-1/A06_Head-1/P23_Eye_Pupil-2,Origin_pupils_joint2,Axis_pupils_joint,pupils_joint,fixed,0.104605381251432,-0.00445909335408173,0.002,0,0,0.134938294798573,eyewhite_link,0,0,0,,,,,,,,,,,,
cam_link,-0.00249086473821702,0.000136649009533494,0.00056982067384502,0,0,0,0.00115745344893818,3.97290092554314E-08,1.65336506579406E-13,-3.60412180475581E-11,2.88827920072803E-08,-2.52492241388452E-13,6.76913771029684E-08,0,0,0,0,0,0,package://exomy_description/meshes/cam_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://exomy_description/meshes/cam_link.STL,,A08_Top_Assembly-1/A06_Head-1/Raspberry Pi Camera V2-1,Origin_cam_joint,,cam_joint,fixed,9.4215E-05,0.0021547,0.035,0,0,1.5708,head_link,0,0,0,,,,,,,,,,,,
hat_link,3.19558159043448E-08,0.0294025205083059,0.0152014899719377,0,0,0,0.0446228233973554,4.85170602784381E-05,-7.36561851683775E-11,-4.45696698624619E-11,0.000137144944737089,-1.51319761954045E-05,0.000157930625148711,0,0,0,0,0,0,package://exomy_description/meshes/hat_link.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://exomy_description/meshes/hat_link.STL,,A08_Top_Assembly-1/A06_Head-1/P26_Hat-1,Origin_hat_joint2,,hat_joint,fixed,0,-0.001,-0.001,0,0,0,head_link,0,0,0,,,,,,,,,,,,
bling_link,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package://exomy_description/meshes/bling_link.STL,1,1,1,1,0,0,0,0,0,0,package://exomy_description/meshes/bling_link.STL,,P02_Drill-1;P13_Port_Cover-1,Origin_bling_joint2,,bling_joint,fixed,0.08,0.0225,0,1.5708,0,1.5708,base_link,0,0,0,,,,,,,,,,,,
